i,Phrase,CBA,QAN,TLS,TAH,TCL,AFI,BHP,WES,WOW,EGP,SGR,totals
48,"DIRECT CREDIT REFERENCE NO.: 1001912738", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
49,"The total amount together with the franking credit (if any) should be disclosed as assessable income in your Australian tax return", 28,(1.0), 15,(0.9375), 28,(1.0), 22,(0.9565217391304348), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 4,(1.0), 4,(1.0)
50,"ASX Code: QAN", 0,(0.0), 15,(0.9375), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
51,"QANTAS AIRWAYS LIMITED", 0,(0.0), 15,(0.9375), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
52,"ABN: 16 009 661 901", 0,(0.0), 15,(0.9375), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
53,"QAN - FULLY PAID ORDINARY", 0,(0.0), 15,(0.9375), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
54,"2,600", 0,(0.0), 16,(1.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
55,"MRS JACQUELINE HILDA HOLLOWAY", 0,(0.0), 15,(0.9375), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
56,"DIRECT CREDIT REFERENCE NO.: 1001989877", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
57,"ASX Code: TLS", 0,(0.0), 0,(0.0), 28,(1.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
58,"TELSTRA CORPORATION LIMITED", 0,(0.0), 0,(0.0), 28,(1.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
59,"ABN: 33 051 775 556", 0,(0.0), 0,(0.0), 28,(1.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
60,"TLS - FULLY PAID ORDINARY SHARES", 0,(0.0), 0,(0.0), 28,(1.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
61,"1,600", 0,(0.0), 0,(0.0), 7,(0.25), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
62,"MRS J H HOLLOWAY", 0,(0.0), 0,(0.0), 28,(1.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
63,"DIRECT CREDIT REFERENCE NO.: 1004210269", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
64,"DIRECT CREDIT REFERENCE NO.: 1007350660", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
65,"DIRECT CREDIT REFERENCE NO.: 1007302474", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
66,"DIRECT CREDIT REFERENCE NO.: 1009068293", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
67,"DIRECT CREDIT REFERENCE NO.: 1012713200", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
68,"Franked Rate per Share", 26,(0.9285714285714286), 13,(0.8125), 26,(0.9285714285714286), 20,(0.8695652173913043), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 3,(0.75), 4,(1.0)
69,"Franking Percentage", 26,(0.9285714285714286), 13,(0.8125), 26,(0.9285714285714286), 20,(0.8695652173913043), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 3,(0.75), 4,(1.0)
70,"FRANKING INFORMATION", 26,(0.9285714285714286), 13,(0.8125), 26,(0.9285714285714286), 20,(0.8695652173913043), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 3,(0.75), 4,(1.0)
71,"Company Tax Rate", 26,(0.9285714285714286), 13,(0.8125), 26,(0.9285714285714286), 20,(0.8695652173913043), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 3,(0.75), 4,(1.0)
72,"DIRECT CREDIT REFERENCE NO.: 1013212205", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
73,"DIRECT CREDIT REFERENCE NO.: 1017103826", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
74,"DIRECT CREDIT REFERENCE NO.: 1019800155", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
75,"DIRECT CREDIT REFERENCE NO.: 1019474621", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
76,"DIRECT CREDIT REFERENCE NO.: 1022203469", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
77,"DIRECT CREDIT REFERENCE NO.: 1025500521", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
78,"DIRECT CREDIT REFERENCE NO.: 1026569425", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
79,"DIRECT CREDIT REFERENCE NO.: 1028480745", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
80,"450", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 21,(0.9130434782608695), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 3,(0.75), 4,(1.0)
81,"DIRECT CREDIT REFERENCE NO.: 1032080465", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
82,"DIRECT CREDIT REFERENCE NO.: 1032930636", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
83,"DIRECT CREDIT REFERENCE NO.: 1034116446", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
84,"DIRECT CREDIT REFERENCE NO.: 1037827446", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
85,"96 KING WILLIAM STREET ADELAIDE", 0,(0.0), 9,(0.5625), 0,(0.0), 17,(0.7391304347826086), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 4,(1.0), 0,(0.0)
86,"BSB: 065-000        ACC: *****0837", 0,(0.0), 9,(0.5625), 0,(0.0), 21,(0.9130434782608695), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 4,(1.0), 4,(1.0)
87,"DIRECT CREDIT REFERENCE NO.: 1039352866", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
88,"DIRECT CREDIT REFERENCE NO.: 1040365227", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
89,"DIRECT CREDIT REFERENCE NO.: 1043990819", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
90,"DIRECT CREDIT REFERENCE NO.: 1044572457", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
91,"ASX Code: TAH", 0,(0.0), 0,(0.0), 0,(0.0), 21,(0.9130434782608695), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
92,"TABCORP HOLDINGS LIMITED", 0,(0.0), 0,(0.0), 0,(0.0), 22,(0.9565217391304348), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
93,"ABN: 66 063 780 709", 0,(0.0), 0,(0.0), 0,(0.0), 22,(0.9565217391304348), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
94,"TAH - ORDINARY FULLY PAID", 0,(0.0), 0,(0.0), 0,(0.0), 20,(0.8695652173913043), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
95,"Cheque amount", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
96,"CHEQUE", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
97,"was paid by cheque number 778901", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
98,"3,460", 0,(0.0), 0,(0.0), 2,(0.07142857142857142), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
99,"DIRECT CREDIT REFERENCE NO.: 1046297329", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
100,"DIRECT CREDIT REFERENCE NO.: 1050433938", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
101,"DIRECT CREDIT REFERENCE NO.: 1051590652", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
102,"DIRECT CREDIT REFERENCE NO.: 1052753749", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
103,"DIRECT CREDIT REFERENCE NO.: 1052379274", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
104,"5,660", 0,(0.0), 0,(0.0), 19,(0.6785714285714286), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
105,"DIRECT CREDIT REFERENCE NO.: 1059072036", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
106,"DIRECT CREDIT REFERENCE NO.: 1061461938", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
107,"DIRECT CREDIT REFERENCE NO.: 1060083556", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
108,"DIRECT CREDIT REFERENCE NO.: 1060534157", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
109,"DIRECT CREDIT REFERENCE NO.: 1064803002", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
110,"DIRECT CREDIT REFERENCE NO.: 1066112055", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
111,"DIRECT CREDIT REFERENCE NO.: 1065064870", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
112,"DIRECT CREDIT REFERENCE NO.: 1067387717", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
113,"DIRECT CREDIT REFERENCE NO.: 1071488535", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
114,"DIRECT CREDIT REFERENCE NO.: 1073559466", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
115,"DIRECT CREDIT REFERENCE NO.: 1072459441", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
116,"DIRECT CREDIT REFERENCE NO.: 1074562923", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
117,"DIRECT CREDIT REFERENCE NO.: 1079006051", 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
118,"DIRECT CREDIT REFERENCE NO.: 1081166861", 0,(0.0), 1,(0.0625), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
119,"DIRECT CREDIT REFERENCE NO.: 1080525959", 0,(0.0), 0,(0.0), 1,(0.03571428571428571), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
120,"DIRECT CREDIT REFERENCE NO.: 1081970344", 0,(0.0), 0,(0.0), 0,(0.0), 1,(0.043478260869565216), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0), 0,(0.0)
